"log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester","toluene","apin","decane"
-0.154911574851249,301.986988252,26,5,13,2,3,40,10,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
-3.97207529979281,194.006267152,19,5,8,0,2,121,24,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
-9.16962002725174,218.115423676,33,10,5,0,2,136,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-5.96150470064236,356.033938444,36,9,13,2,2,645,40,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0
-2.8502944250023,295.976423568,24,6,12,2,2,160,17,0,0,1,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0
-4.48470823096445,190.011352532,19,6,7,0,2,31,9,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0
-4.31060149924472,298.97608922,25,6,13,1,2,363,33,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-8.19115135968834,267.022645488,27,7,10,1,3,468,40,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
-1.26707456004885,345.976817492,29,6,15,2,1,205,40,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0
-3.69909152631044,326.059759268,36,9,11,2,1,205,40,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-2.08737930960763,208.980780676,17,4,9,1,2,67,22,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
-7.54896071086051,312.007723696,29,7,12,2,3,329,8,0,0,2,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0
-4.6727222943223,357.976817492,30,7,15,2,2,243,40,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
-4.89467918063505,312.007723696,29,7,12,2,2,158,26,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
-6.81187769312983,286.02845914,29,6,11,2,2,460,40,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0
-8.49378696076722,303.007389348,29,6,13,1,4,813,40,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0
-5.00382855993802,338.059759268,37,10,11,2,1,304,40,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-4.75444294265801,298.02845914,30,7,11,2,2,380,40,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
-8.9637252028949,281.001910044,26,7,11,1,2,163,40,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
-11.424412689633,249.996096392,23,7,10,0,4,121,7,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
-4.78896864309519,329.981902872,28,6,14,2,3,323,26,0,0,1,1,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0
-7.86361917632025,234.073952788,30,9,7,0,2,503,40,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1
-6.54760641219335,190.011352532,19,6,7,0,1,43,32,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-11.8217740374711,233.017166184,23,7,8,1,3,103,19,1,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
-8.93845103103454,218.079038168,29,9,6,0,2,330,40,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-6.74215703145803,237.08485182,31,8,7,1,2,322,40,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-3.56967972042149,309.992073632,27,7,12,2,1,96,40,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0
-4.00091203536,360.028853064,36,8,14,2,2,518,40,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0
-2.90708199351826,316.039023824,33,7,12,2,2,218,40,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0
-7.02035052846266,314.059759268,35,8,11,2,2,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0
-2.51308884969178,266.98625998,23,6,11,1,1,88,40,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0
-8.18800985257221,312.991739284,28,7,13,1,3,365,40,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
-5.06454843777779,300.991739284,27,6,13,1,3,199,12,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0
-5.70825148276391,194.006267152,19,5,8,0,3,80,36,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-7.17538250506797,283.017560108,28,7,11,1,3,330,36,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-3.97413287556126,309.992073632,27,7,12,2,2,50,2,0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
-3.13501189070372,238.99134536,21,5,10,1,2,50,8,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
-3.33193272540543,341.981902872,29,7,14,2,1,224,40,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0
-5.839044959047,263.064116376,31,9,8,1,1,223,40,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-5.40213486479511,279.095416504,36,10,8,1,2,392,40,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-6.66138123948171,312.991739284,28,7,13,1,3,282,34,0,0,1,0,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0
-1.41603769417924,252.970609916,20,5,11,1,2,75,30,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
-2.8821852023961,325.986988252,28,7,13,2,2,164,10,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
-1.21403693110472,331.961167428,26,5,15,2,1,268,40,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0
-11.4004551190797,246.99643074,22,7,9,1,3,112,11,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0
-7.83786652356668,263.064116376,31,9,8,1,2,30,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
-3.78309611567591,217.022251564,22,7,7,1,1,38,13,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-7.34272189557279,283.017560108,28,7,11,1,3,450,17,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
-5.7597045652782,254.98625998,22,5,11,1,3,42,2,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
-2.0937889780472,266.98625998,23,6,11,1,2,264,22,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-4.98873220737891,373.971732112,31,7,16,2,2,612,5,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,1,0,0
-4.72535446626084,331.961167428,26,5,15,2,3,547,30,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0
-8.30977802913803,269.001910044,25,6,11,1,4,218,6,0,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
-7.81082495681955,373.971732112,31,7,16,2,3,331,38,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
-8.80438286202026,174.016437912,18,6,6,0,3,13,1,1,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-1.06805219577926,325.986988252,28,7,13,2,1,73,40,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0
-4.79883866882529,248.089602852,33,10,7,0,3,90,15,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
-6.85673350369948,266.0386299,28,7,9,2,1,256,40,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
-10.0435707469209,241.006995424,23,5,10,1,4,412,19,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
-5.42824644469517,311.971338188,25,6,13,2,2,331,40,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0
-9.47281533965507,271.017560108,27,6,11,1,4,284,29,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-4.14904031016126,309.992073632,27,7,12,2,2,189,35,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
-6.64386026394853,236.016831836,24,7,9,0,3,263,11,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-5.56185704833048,343.997552936,31,7,14,2,2,569,40,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
-8.2744591568799,281.001910044,26,7,11,1,3,991,40,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
-6.84963585854092,222.001181772,21,6,9,0,4,155,11,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-4.47035221499189,278.98625998,24,7,11,1,2,81,16,1,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-6.35188197043355,234.001181772,22,7,9,0,3,449,1,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0
-1.57302664693275,295.976423568,24,6,12,2,1,81,40,0,0,0,0,3,0,0,0,1,1,0,0,1,1,0,0,1,0,0
-6.23774149804473,225.012080804,22,5,9,1,3,41,3,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-3.71532095881197,306.069930028,35,10,9,2,0,63,40,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1
-5.89632192069983,359.992467556,32,7,15,2,3,475,40,0,0,2,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0
-5.26628708430281,192.027002596,21,6,7,0,3,253,28,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-10.926739288878,252.011746456,25,7,10,0,3,66,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0
-4.19292057139839,282.03354452,29,7,10,2,1,256,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-2.94291166966513,301.986988252,26,5,13,2,2,194,40,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,0,0
-5.15541637374356,192.027002596,21,6,7,0,2,141,40,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-11.3599866147065,312.991739284,28,7,13,1,4,405,7,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0
-6.14427818067094,283.053945616,32,8,10,1,3,636,40,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
-8.03695715618334,291.059030996,33,10,9,1,1,246,40,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-5.64755129188132,237.012080804,23,6,9,1,2,42,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
-2.95041335790965,176.032087976,20,6,6,0,3,43,2,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-4.52943553337037,194.006267152,19,5,8,0,3,88,4,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
-3.86072013993537,249.08485182,32,9,7,1,1,132,40,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-4.94022756184203,277.07976644,34,10,8,1,1,277,40,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-3.34111864569167,309.992073632,27,7,12,2,1,49,33,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
-9.62239373388429,206.006267152,20,6,8,0,3,26,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
-3.85928470284716,245.053551692,28,9,7,1,1,3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-1.35251131633949,281.997159012,25,6,11,2,1,114,33,0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
-5.39526352117237,331.961167428,26,5,15,2,3,255,16,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
-11.3122580398365,315.007389348,30,7,13,1,4,217,2,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0
-12.9069390635616,315.007389348,30,7,13,1,4,524,1,0,0,1,1,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0
-1.22143002732207,343.961167428,27,6,15,2,1,292,40,0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0
-8.07289917191618,283.053945616,32,8,10,1,2,484,40,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0
-5.00178152672578,240.011746456,24,6,10,0,5,511,11,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-2.39795425162703,267.022645488,27,7,10,1,2,130,23,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
-3.04145013007628,313.986988252,27,6,13,2,2,146,40,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
-6.078413376892,281.038295552,30,8,10,1,2,284,6,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1
-6.35427189465678,308.085580092,37,10,9,2,1,412,40,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1
-7.03903722191066,251.064116376,30,8,8,1,2,321,40,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
-5.54044530613726,300.991739284,27,6,13,1,3,497,27,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0
-2.89410636627843,248.975695296,20,6,10,1,1,40,20,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0
-12.8392988482638,238.0324819,26,7,9,0,4,309,2,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-7.25244912253976,329.981902872,28,6,14,2,3,509,39,0,0,2,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
-1.59545971113903,238.99134536,21,5,10,1,1,126,40,0,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-8.0271813364008,279.095416504,36,10,8,1,2,484,40,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-5.16972351444723,267.059030996,31,8,9,1,2,184,19,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
-5.91994858481347,264.970609916,21,6,11,1,2,58,17,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0
-7.5131266922478,316.039023824,33,7,12,2,3,732,40,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0
-10.223620570493,312.991739284,28,7,13,1,4,261,3,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0
-8.73701850936957,267.022645488,27,7,10,1,3,205,22,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
-3.26149123231682,281.001910044,26,7,11,1,2,56,6,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-11.0689943417327,249.012080804,24,7,9,1,2,24,4,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0
-6.59486659180801,294.9811746,25,7,12,1,2,135,32,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
-9.22228490525647,249.996096392,23,7,10,0,3,101,6,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-9.25497680445301,331.997552936,30,6,14,2,5,112,9,0,0,3,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0
-1.03793398032652,217.09502258,30,9,5,1,0,29,29,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-4.86080649182987,220.13107374,35,10,5,0,2,307,40,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
-9.60266076361734,267.059030996,31,8,9,1,3,799,40,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
-0.0225941464412766,116.010958608,12,4,4,0,1,8,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-5.2641823109344,312.007723696,29,7,12,2,2,273,40,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0
-3.64149361182494,266.0386299,28,7,9,2,1,196,40,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
-6.56499240199539,299.048860236,33,8,11,1,2,793,40,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0
-10.0141541931148,340.075409332,39,10,11,2,2,648,40,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-8.88842982277376,299.012474728,29,7,12,1,4,314,4,0,0,2,2,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0
-9.14252490201115,328.039023824,34,8,12,2,2,518,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0
-12.0938600944325,240.011746456,24,6,10,0,4,263,2,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0
-8.34825060793839,208.021917216,22,6,8,0,5,83,5,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-4.16387007284957,310.101230156,39,10,9,2,1,283,40,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1
-4.67914717396227,343.961167428,27,6,15,2,2,361,40,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
-12.0996588888548,171.01677226,17,6,5,1,3,4,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0
-1.0799161975895,222.99643074,20,5,9,1,1,55,29,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
-7.20182485811663,253.043380932,28,7,9,1,2,542,40,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0
-15.1357336815994,283.017560108,28,7,11,1,4,319,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
-7.95723553651654,238.99134536,21,5,10,1,3,394,36,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0
-11.9877519681708,237.996096392,22,6,10,0,4,187,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0
-1.15773740966174,248.975695296,20,6,10,1,1,58,30,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0
-5.28167188321719,298.97608922,25,6,13,1,3,306,40,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0
-3.83754284392083,232.980780676,19,6,9,1,1,23,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
-6.39633827936795,313.986988252,27,6,13,2,2,210,40,0,0,1,2,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0
-4.20045229202308,308.049194584,33,9,10,2,1,60,36,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-3.02210899066871,231.110672644,33,10,5,1,0,34,34,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-8.96204117574919,239.027730868,25,6,9,1,3,188,35,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-0.238892985351349,266.0386299,28,7,9,2,0,26,26,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
-3.23104385585067,266.98625998,23,6,11,1,2,94,30,0,0,2,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
-7.22291622800157,312.11688022,41,10,9,2,2,355,40,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
-1.91468869923401,300.044109204,32,7,11,2,1,165,40,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0
-9.52007701199505,316.002638316,29,6,13,2,4,124,2,0,0,3,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
-9.26653735238599,296.996824664,27,7,12,1,4,854,40,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
-6.73555653597136,293.997159012,26,7,11,2,1,71,38,1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0
-2.99188043691424,206.006267152,20,6,8,0,2,50,16,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
-11.9295326902616,264.084517472,34,10,8,0,3,626,40,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0
-4.15882503816649,307.976423568,25,7,12,2,2,94,39,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
-2.82992417611373,297.992073632,26,6,12,2,1,71,40,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
-6.94880284676801,239.027730868,25,6,9,1,2,106,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-5.51794372869536,325.986988252,28,7,13,2,2,484,40,0,0,0,0,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0
-10.0808055576662,224.016831836,23,6,9,0,4,268,9,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-8.76064317557467,309.06959568,36,10,10,1,2,687,40,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1
-5.24128330812488,345.976817492,29,6,15,2,3,214,27,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
1.07835274403659,234.99643074,21,6,9,1,1,33,8,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0
1.00445758341628,202.011352532,20,7,7,0,0,17,17,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-6.2392446260229,257.001910044,24,5,11,1,4,287,22,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-3.72368882987561,295.976423568,24,6,12,2,2,101,15,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-7.26803496451474,356.033938444,36,9,13,2,2,388,40,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,1,0
-3.30637449975066,343.997552936,31,7,14,2,3,212,4,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
-0.422763881876367,295.976423568,24,6,12,2,1,74,40,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
-2.87316306989306,206.006267152,20,6,8,0,2,62,31,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-8.10019788766652,283.017560108,28,7,11,1,2,500,40,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-6.72487150071931,267.022645488,27,7,10,1,3,178,5,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
-10.5474366057254,253.006995424,24,6,10,1,3,270,40,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0
-6.63497413388921,249.012080804,24,7,9,1,2,27,17,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
-1.14785181250804,206.006267152,20,6,8,0,2,33,10,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-4.54213933400814,296.012809076,28,7,11,2,1,45,29,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0
-9.23365411028663,269.038295552,29,7,10,1,4,112,29,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-8.54281724052794,271.017560108,27,6,11,1,4,554,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
-1.94512954408685,341.945517364,25,6,15,2,1,55,23,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0
-16.7604186914494,282.095082156,37,10,9,0,4,682,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0
-4.78794124700746,277.043380932,30,9,9,1,1,326,40,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-8.15184883557912,298.97608922,25,6,13,1,3,149,36,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
-6.97367316828913,265.07976644,33,9,8,1,2,395,40,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-2.31894261750561,216.985866056,18,6,8,1,1,12,8,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
-3.68332807129019,267.981508948,22,5,11,2,2,122,37,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0
-4.99593583565268,253.006995424,24,6,10,1,3,59,7,0,0,2,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-13.0297907993751,295.090331124,37,10,9,1,3,1129,40,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-7.45737739458643,270.9811746,23,5,12,1,4,257,19,0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-5.13963306444325,239.027730868,25,6,9,1,2,264,40,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
-2.96401277718786,293.997159012,26,7,11,2,1,63,40,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
-1.02488576138293,269.001910044,25,6,11,1,2,175,16,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-5.24001719664311,325.986988252,28,7,13,2,2,112,28,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
-1.61984606545889,193.058637072,24,6,6,1,1,53,36,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-7.13752978916851,261.08485182,33,10,7,1,1,55,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
-6.96973824459502,241.006995424,23,5,10,1,4,171,12,0,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-4.71932519489794,300.007723696,28,6,12,2,3,239,40,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0
-9.40416002820619,299.012474728,29,7,12,1,4,486,5,0,0,2,2,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0
-7.63606766375519,269.038295552,29,7,10,1,3,91,25,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0
-6.06465432102048,190.011352532,19,6,7,0,2,107,40,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
-5.71771793403866,325.986988252,28,7,13,2,2,263,40,0,0,1,0,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0
-8.39344246645199,220.058302724,27,8,7,0,3,196,40,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0
-7.45956635919808,373.971732112,31,7,16,2,3,365,21,0,0,2,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0
-3.21275004177852,231.074287136,29,9,6,1,1,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-8.10426708685657,192.063388104,25,7,6,0,3,414,40,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-2.00883856335456,278.98625998,24,7,11,1,1,48,38,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0
-8.78894550723811,248.089602852,33,10,7,0,2,579,40,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1
-4.38867217173786,246.073952788,31,10,7,0,2,136,13,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
-4.12750162614173,249.048466312,28,8,8,1,1,279,40,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1
