ID,log_pSat_Pa,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester,NumOfConf_transformed
11377,-4.187980840584923,202.120509056,32,10,4,0,1,40.0,decane,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,9.777900479262243
11378,-0.8078169459466029,175.99570246800002,16,5,7,0,2,21.0,toluene,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5.259522836503872
11379,-7.396258690919619,179.00660150000002,17,4,7,1,1,1.0,toluene,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0
11380,-2.610394776118508,297.992073632,26,6,12,2,2,37.0,toluene,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,10.224716443812374
11381,-7.583279298713931,326.059759268,36,9,11,2,2,40.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,11.89707229230414
11382,-7.189798437967911,252.011746456,25,7,10,0,3,1.0,toluene,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,9.620569032270895
11385,-8.855429541352771,225.99609639200003,21,5,10,0,4,7.0,toluene,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,9.930851089213165
11386,-3.3799850457205123,281.997159012,25,6,11,2,1,30.0,toluene,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,7.2830482704425625
11387,-1.2688496907408595,217.022251564,22,7,7,1,0,7.0,toluene,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2.626519816257538
11388,-4.161988131783417,315.966252808,25,5,14,2,2,40.0,toluene,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,14.552434361604716
11389,-4.035843273272884,222.001181772,21,6,9,0,2,40.0,toluene,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,17.338700823320487
11391,-5.099181602285949,241.006995424,23,5,10,1,4,6.0,toluene,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,15.762801301288581
11392,-5.389530920818319,298.97608922,25,6,13,1,4,40.0,toluene,0,0,3,0,2,0,0,0,0,0,0,1,0,0,1,0,16.178321489106075
11393,-8.64129724618068,282.98117460000003,24,6,12,1,3,31.0,toluene,0,0,1,1,1,2,0,0,1,0,0,0,1,0,0,0,18.557154340363805
11394,-8.716723265425374,312.007723696,29,7,12,2,3,21.0,toluene,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,17.697081366604607
11395,-6.931986040156415,188.032087976,21,7,6,0,2,13.0,toluene,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,7.9389601402825445
11396,-8.409626145282271,236.016831836,24,7,9,0,3,40.0,toluene,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,14.016359817521868
11397,-5.3019007830127975,341.9819028719999,29,7,14,2,2,40.0,toluene,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,19.216731080605754
11398,-3.154562237499766,215.990617088,19,7,8,0,1,15.0,toluene,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,6.663850289298986
11400,-4.417180349372947,266.98625998000006,23,6,11,1,2,40.0,toluene,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,16.400313845308457
11401,-4.076602776834657,298.97608922,25,6,13,1,2,40.0,toluene,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,11.38910836763334
11402,-1.050066255892829,282.98117460000003,24,6,12,1,1,37.0,toluene,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,11.24031466276937
11404,-5.81667096700674,368.033938444,37,10,13,2,1,40.0,apin,0,0,0,0,3,0,0,0,2,0,0,0,1,1,0,0,12.417753132136099
11406,-6.469709274750636,331.9611674279999,26,5,15,2,2,13.0,toluene,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,10.116308241054464
11407,-4.825049923161495,239.027730868,25,6,9,1,2,40.0,toluene,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,14.28926764769726
11408,-8.319262372809456,204.027002596,22,7,7,0,4,1.0,toluene,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,5.151770440758
11409,-5.555691015418646,176.032087976,20,6,6,0,2,38.0,toluene,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,7.9389601402825445
11410,-8.451296056830904,291.059030996,33,10,9,1,2,40.0,apin,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,16.148262584585453
11411,-7.655339535598043,253.043380932,28,7,9,1,2,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,16.2826655067202
11412,-4.949791563389373,294.9811746,25,7,12,1,2,5.0,toluene,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,6.589164624224784
11413,-5.438024545045681,324.04410920399994,34,9,11,2,1,40.0,apin,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,14.231636810857818
11414,-5.299749720901064,253.006995424,24,6,10,1,2,5.0,toluene,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,6.809356505129504
11415,-5.315397343809672,343.9975529359999,31,7,14,2,4,21.0,toluene,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,19.468092059189505
11416,-6.339575675522643,267.05903099600005,31,8,9,1,2,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,14.983167326677796
11417,-5.239421641704681,295.97642356800003,24,6,12,2,2,8.0,toluene,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,0,8.209164022072711
11418,-6.106033859287309,368.0339384439999,37,10,13,2,2,40.0,apin,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,18.161251647898496
11419,-5.069466468057238,250.99134536000005,22,6,10,1,2,23.0,toluene,0,0,2,1,2,0,0,0,1,0,0,0,1,0,0,0,8.156327642512549
11420,-2.213907752095963,245.0899372,32,10,6,1,0,33.0,apin,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,6.11007287398097
11421,-5.024779552623223,223.105587264,32,8,6,1,2,40.0,decane,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,12.21446248149558
11422,-1.4632390377947873,207.00151612,19,5,8,1,2,21.0,toluene,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,7.6523621317084185
11423,-5.7199082087605,223.032816248,24,6,8,1,2,40.0,apin,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,14.231636810857818
11424,-5.344623843851129,310.064844648,35,9,10,2,1,40.0,apin,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,14.308378210050655
11425,-4.883408363625337,278.98625998,24,7,11,1,2,20.0,toluene,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,8.209164022072711
11426,-2.9343965828986893,224.016831836,23,6,9,0,3,19.0,toluene,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,13.10667302743483
11428,-4.090186424152763,297.992073632,26,6,12,2,2,13.0,toluene,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,7.3467372504393
11432,-8.124498467279153,216.099773612,31,10,5,0,2,40.0,decane,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,16.659061825898263
11433,-5.713958871827694,190.011352532,19,6,7,0,2,9.0,toluene,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,7.2830482704425625
11434,-3.851072925824143,313.986988252,27,6,13,2,2,40.0,toluene,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,18.396221273875053
11435,-2.6540266098076337,262.99134536,23,7,10,1,1,29.0,toluene,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,7.59285498972272
11437,-6.199287915195295,295.053945616,33,9,10,1,2,40.0,apin,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,19.468092059189505
11438,-5.04304271158264,195.00151612,18,4,8,1,3,2.0,toluene,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,7.40953351232332
11439,-6.655013612442636,294.069930028,34,9,9,2,1,40.0,apin,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,13.038567141220817
11440,-2.4256676704331244,315.9662528079999,25,5,14,2,2,34.0,toluene,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,12.110391132321165
11441,-5.753617990469064,226.99134536000005,20,4,10,1,3,24.0,toluene,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,8.660658733734321
11442,-2.43623060778518,222.99643074,20,5,9,1,2,40.0,toluene,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,9.854904953117114
11443,-2.918094918635641,191.0066015,18,5,7,1,1,37.0,toluene,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7.6523621317084185
11445,-3.1254143144783293,325.98698825199995,28,7,13,2,1,40.0,toluene,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,13.174111504210506
11447,-5.613386919604516,253.006995424,24,6,10,1,2,40.0,toluene,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,13.061344246687046
11448,-13.218724916895056,267.022645488,27,7,10,1,4,4.0,toluene,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0,13.691350613134823
11449,-5.872847395230914,322.064844648,36,10,10,2,1,40.0,decane,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,16.63070608739011
11450,-0.6882820084462826,239.027730868,25,6,9,1,2,39.0,apin,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8.563823912889479
11451,-1.4338201395459391,158.021523292,17,6,5,0,1,11.0,toluene,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4.141216814822622
11453,-4.444175639333925,308.049194584,33,9,10,2,1,15.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,6.51311495549529
11455,-5.081248122126856,249.012080804,24,7,9,1,2,4.0,toluene,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,3.989691928391903
11456,-5.5742140160998375,180.02700259600002,20,5,7,0,2,40.0,toluene,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,12.806514646380524
11457,-4.489528076762238,238.99134536000005,21,5,10,1,2,27.0,toluene,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,10.672128087862156
11458,-10.143379892277329,325.06451029999994,37,10,11,1,3,40.0,apin,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,20.533852642802508
11459,-10.268573002304434,296.012809076,28,7,11,2,3,27.0,toluene,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,14.28926764769726
11460,-2.763106656574196,278.98625998000006,24,7,11,1,1,40.0,toluene,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,8.894916842540141
11461,-8.831683283707406,287.012474728,28,6,12,1,4,13.0,toluene,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,18.77113802293855
11462,-5.870802570323611,207.074287136,27,7,6,1,2,40.0,decane,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,13.263018146494579
11463,-3.857905232337098,205.022251564,21,6,7,1,2,16.0,toluene,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,7.59285498972272
11464,-11.027885741226791,249.996096392,23,7,10,0,3,29.0,toluene,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,16.81332629974654
11465,-4.307421589606606,160.109944372,27,8,3,0,2,40.0,decane,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11.591572436801897
11466,-6.431339238843612,267.022645488,27,7,10,1,3,24.0,toluene,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,11.676369454099715
11467,-2.9816945271408555,245.0899372,32,10,6,1,0,40.0,decane,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,8.563823912889479
11468,-5.448858076405491,241.006995424,23,5,10,1,3,21.0,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,10.042860866548796
11469,-7.430004278297008,359.9924675559999,32,7,15,2,4,40.0,toluene,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0,9.417259006237643
11470,-1.7431849197498956,203.079372516,27,8,5,1,1,6.0,apin,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.0889610847831874
11472,-11.318984258240798,208.058302724,26,7,7,0,4,2.0,apin,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,15.017984949584088
11473,-5.772463567893675,281.997159012,25,6,11,2,2,2.0,toluene,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,7.152865155760011
11474,-5.302292344020316,373.9717321119999,31,7,16,2,3,34.0,toluene,0,0,2,0,1,0,0,0,1,0,0,1,1,0,1,0,10.962960015238673
11475,-5.753293438433569,166.011352532,17,4,7,0,3,29.0,toluene,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,11.270363808542227
11477,-13.929828907933585,252.01174645600005,25,7,10,0,4,1.0,toluene,0,0,2,2,1,0,0,1,0,0,0,0,0,2,0,0,17.032792472989684
11478,-3.1519923165515804,266.98625998000006,23,6,11,1,2,40.0,toluene,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,12.492395784531174
11479,1.023891065369586,269.001910044,25,6,11,1,3,1.0,toluene,0,0,2,0,2,0,0,0,1,0,0,0,1,1,0,0,9.58051539981409
11480,-6.851063860402364,313.98698825199995,27,6,13,2,3,4.0,toluene,0,0,2,1,0,0,0,0,1,1,0,0,1,0,1,0,11.73227145191209
11481,-8.74008241147704,293.07468106,35,10,9,1,2,40.0,apin,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,16.7014160196074
11482,-4.511298304498798,295.976423568,24,6,12,2,2,6.0,toluene,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,6.880281399193643
11483,-6.36474799819605,301.98698825199995,26,5,13,2,2,40.0,toluene,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,17.37781238290933
11484,-10.931537376791354,299.012474728,29,7,12,1,4,1.0,toluene,0,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,20.365646752077136
11485,-5.9504892341564375,282.03354452,29,7,10,2,2,40.0,apin,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,15.746991776127762
11486,-1.5901672040017962,312.007723696,29,7,12,2,1,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,12.162635467947549
11487,-6.083054295947881,218.115423676,33,10,5,0,2,40.0,decane,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,16.74355724170393
11489,-8.505074406736481,299.04886023600005,33,8,11,1,3,40.0,apin,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,21.445859018766555
11491,-3.0824628579606923,181.022251564,19,4,7,1,2,40.0,apin,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10.53811077946129
11492,-4.7292136707889085,226.99134536000005,20,4,10,1,3,2.0,toluene,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,8.75566373634247
11494,-1.7687234264574592,269.00191004400006,25,6,11,1,2,19.0,toluene,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,8.465071696267113
11495,-7.007142349816701,343.9975529359999,31,7,14,2,3,6.0,toluene,0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,16.400313845308457
11496,-10.341807307433829,283.017560108,28,7,11,1,4,40.0,toluene,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,16.057414218768567
11497,-9.690973426033958,283.017560108,28,7,11,1,3,40.0,toluene,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,14.64421732149832
11498,-2.27489222249672,201.027336944,21,7,6,1,1,11.0,toluene,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4.141216814822622
11499,-3.4520999432857447,237.012080804,23,6,9,1,2,40.0,toluene,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,15.794326833366625
11500,0.983376347045065,255.98150894800003,21,4,11,2,1,40.0,toluene,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,9.660329286131635
11501,-7.143863855203547,206.079038168,28,8,6,0,3,34.0,apin,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,14.154085789287368
11502,-9.964642275614477,264.084517472,34,10,8,0,3,3.0,apin,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,19.09925042001877
11503,-10.536786543881496,240.01174645600005,24,6,10,0,4,12.0,toluene,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,18.053481912190627
11504,-2.6685540763955267,267.05903099600005,31,8,9,1,2,40.0,apin,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8.660658733734321
11505,1.1305417476314137,129.990223164,11,4,5,0,1,3.0,toluene,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2.058572415469327
11506,-3.2106679381915177,298.02845914,30,7,11,2,1,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,11.24031466276937
11507,-4.085084538699886,314.02337376,31,7,12,2,2,40.0,apin,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,17.24674597650791
11508,-5.9380100032559335,300.991739284,27,6,13,1,3,40.0,toluene,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,14.45951188525112
11510,-7.136572192445806,222.001181772,21,6,9,0,3,1.0,toluene,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,8.04888125868364
11511,-2.275034797688223,322.064844648,36,10,10,2,0,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,6.663850289298986
11513,-3.0747837687069084,192.027002596,21,6,7,0,2,30.0,toluene,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,8.848920318050599
11515,-2.438543344660673,190.04773804,23,7,6,0,2,40.0,apin,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,11.924128558703552
11516,-8.689087528374246,208.021917216,22,6,8,0,4,19.0,toluene,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,11.815207055559489
11517,-12.720229210242064,234.073952788,30,9,7,0,3,40.0,decane,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,20.204120387933987
11518,-0.7197814520040888,250.99134536000005,22,6,10,1,1,36.0,toluene,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,7.086302934481711
11519,-9.556500248112584,277.07976644,34,10,8,1,2,40.0,apin,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,17.338700823320487
11520,-5.665168679397672,236.016831836,24,7,9,0,3,19.0,toluene,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,14.680618929083373
11521,-5.384418490912194,284.996824664,26,6,12,1,2,35.0,toluene,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,10.116308241054464
11522,-4.4249199217448325,298.02845914,30,7,11,2,1,40.0,apin,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,15.087150422256661
11523,-6.892625823452837,222.001181772,21,6,9,0,3,3.0,toluene,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,9.417259006237643
11525,-5.731163538162849,222.99643074,20,5,9,1,3,2.0,toluene,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,7.218435266758717
11526,-7.371272378493312,280.079432092,35,10,9,0,4,37.0,apin,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,14.016359817521868
11527,-6.02498256336023,178.084123548,26,7,5,0,3,40.0,apin,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,15.934677557814618
11528,-6.689721751333412,356.03393844399994,36,9,13,2,2,13.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,13.544377910855115
11529,-4.94880280832397,324.04410920399994,34,9,11,2,1,40.0,apin,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,13.794504061920708
11530,-6.249457748526463,270.98117460000003,23,5,12,1,4,6.0,toluene,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,13.415921787290499
11531,-3.2205684161321044,327.966252808,26,6,14,2,2,31.0,toluene,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,12.21446248149558
11532,1.5782558560529552,142.026608672,16,6,4,0,0,5.0,toluene,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2.058572415469327
11533,-3.224530093220156,235.069201756,29,8,7,1,1,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,11.210116849670383
11534,-6.2943676741384165,160.037173356,19,6,5,0,2,8.0,toluene,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,7.218435266758717
11536,-1.911516909449477,162.016437912,17,5,6,0,2,6.0,toluene,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,3.2932413839993937
11537,-1.30555146728711,249.012080804,24,7,9,1,1,8.0,toluene,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,5.564857809925044
11538,-2.4606382680034558,246.99643074,22,7,9,1,1,29.0,toluene,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,9.291461178502173
11539,-2.6045936017278435,341.9819028719999,29,7,14,2,2,30.0,toluene,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,10.70515835488668
11540,-4.549559266869023,282.9811746,24,6,12,1,3,7.0,toluene,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,9.893008115542031
11543,-8.38116750271072,326.096144776,40,10,10,2,2,40.0,decane,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,17.31252783643806
11544,-3.0724482177867136,310.064844648,35,9,10,2,0,40.0,apin,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,9.540163101303436
11545,-2.635638304441211,205.058637072,25,7,6,1,1,40.0,decane,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,10.26039676000368
11546,-6.917442300621056,299.04886023600005,33,8,11,1,3,13.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,18.077542976733092
11547,-5.919481029303145,242.98625998000003,21,4,11,1,4,6.0,toluene,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0,7.711110525383441
11549,-2.279501587351795,291.059030996,33,10,9,1,1,40.0,apin,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,9.738990078628305
11550,-6.974121492087331,315.007389348,30,7,13,1,4,16.0,toluene,0,0,2,1,0,0,0,1,0,0,0,1,0,2,0,0,16.99207274125992
11551,-8.961535191849203,266.98625998,23,6,11,1,4,10.0,,0,0,2,0,2,1,0,0,0,1,0,0,0,0,1,0,14.860042715590543
11552,-7.439953997128856,299.012474728,29,7,12,1,3,12.0,toluene,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,16.644895982905304
11554,-5.897290370697284,265.006995424,25,7,10,1,2,40.0,toluene,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,16.82721100226313
11555,-9.046526934482268,281.07468106000005,34,9,9,1,2,40.0,decane,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,19.38504279120071
11556,-3.061161546328047,267.022645488,27,7,10,1,2,40.0,apin,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,14.877754016372203
11557,-14.02893132175926,249.996096392,23,7,10,0,3,1.0,toluene,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,8.802505717482076
11558,-6.231734890329086,238.99134536000005,21,5,10,1,2,32.0,toluene,1,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,7.40953351232332
11559,-7.491803048969237,218.079038168,29,9,6,0,2,40.0,apin,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,9.375656019827368
11560,-2.987262180031394,222.99643074,20,5,9,1,2,40.0,toluene,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,9.58051539981409
11561,-6.152433563046185,238.99134536,21,5,10,1,3,7.0,toluene,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,9.291461178502173
11562,-3.9324934011616106,246.99643074,22,7,9,1,1,2.0,toluene,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,3.6620523023894895
11563,0.6904270090748716,186.016437912,19,7,6,0,1,5.0,toluene,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,6.3566717881016395
11564,-11.925517336363212,250.105252916,35,10,7,0,4,1.0,apin,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,9.074897466166645
11565,-5.966897514293351,328.00263831599995,30,7,13,2,3,1.0,toluene,0,0,3,1,0,0,0,0,0,1,0,1,1,0,0,0,9.58051539981409
11566,-2.919468130635784,281.997159012,25,6,11,2,2,40.0,toluene,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,10.224716443812374
11567,-10.44749785357084,315.007389348,30,7,13,1,4,29.0,toluene,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,21.38638937767125
11569,-4.3543510542557,246.99643074,22,7,9,1,1,15.0,toluene,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,6.737229618413736
11570,-5.829927447793527,249.012080804,24,7,9,1,2,23.0,toluene,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,13.174111504210506
11571,-12.648300622907488,252.01174645600005,25,7,10,0,4,8.0,toluene,0,0,2,0,2,1,1,0,0,0,0,0,0,1,0,0,18.26774465884159
11572,-6.304248059286311,269.997159012,24,5,11,2,3,37.0,toluene,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,17.58348409130676
11573,-5.628025865909152,328.0390238239999,34,8,12,2,2,40.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,16.97845606213156
11574,-8.754550039642723,252.084517472,33,9,8,0,3,40.0,apin,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,15.424005297348907
11575,-6.511612429300167,299.048860236,33,8,11,1,3,17.0,apin,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,14.055976469647108
11577,-3.8271391063033904,175.995702468,16,5,7,0,2,30.0,toluene,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,7.8830275525694775
11578,-2.971714124851705,235.032816248,25,7,8,1,2,30.0,toluene,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,12.517090774041481
11579,-2.82856774959186,205.058637072,25,7,6,1,1,40.0,apin,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,9.248856524282543
11580,-3.2696854972181093,309.992073632,27,7,12,2,1,18.0,toluene,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,7.086302934481711
11582,-5.329797279540766,341.9819028719999,29,7,14,2,2,40.0,toluene,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,17.596178950253236
11583,-6.950962070881957,370.049588508,39,10,13,2,2,11.0,apin,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,12.417753132136099
11584,-6.039439304410198,237.048466312,27,7,8,1,2,40.0,apin,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,14.346451623464782
11585,-4.725213634218109,250.99134536000005,22,6,10,1,2,40.0,toluene,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,11.149268025849734
11587,-0.9618884933526182,307.976423568,25,7,12,2,1,24.0,toluene,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,6.880281399193643
11588,-3.017761288085503,310.97608921999995,26,7,13,1,2,37.0,toluene,0,0,1,1,2,0,1,0,0,0,0,1,0,1,0,0,14.983167326677796
11589,-4.138621909603321,311.97133818799995,25,6,13,2,2,24.0,toluene,0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,11.787682450391618
